source,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,judge,advocate,main_subject
62012CO0376,Order of the Court (Eighth Chamber) of 17 October 2013,Eighth Chamber,  Sky Italia Srl v Autorità per le Garanzie nelle Comunicazioni and Commissione di Garanzia dell’Attuazione della Legge sullo Sciopero nei Servizi Pubblici Essenziali,  Reference for a preliminary ruling: Tribunale amministrativo regionale per il Lazio - Italy,  Electronic communications networks and services - Directive 2002/20/EC - Article 12 - Administrative charges imposed on undertakings in the sector concerned - National legislation making operators of electronic communications subject to the payment of a charge intended to cover the operating costs of the national regulatory authorities,  Case C-376/12,ECLI identifier: ECLI:EU:C:2013:701,06/08/2012,17/10/2013,Italy,Jarašiūnas,Jääskinen,SERV
62012CO0430,Order of the Court (Eighth Chamber) of 11 July 2013,Eighth Chamber,  Elena Luca v Casa de Asigurări de Sănătate Bacău,  Reference for a preliminary ruling: Curtea de Apel Bacău - Romania,  Article 99 of the Rules of Procedure - Social security - Freedom to provide services - Regulation (EEC) No 1408/71 - Article 22 - Sickness insurance - Hospital treatment provided in another Member State - Prior authorisation - Compensation for the insured person,  Case C-430/12,ECLI identifier: ECLI:EU:C:2013:467,21/09/2012,11/07/2013,Romania,Jarašiūnas,Cruz Villalón,SERV
62011CO0564,Order of the Court (Tenth Chamber) of 16 May 2013,Tenth Chamber,  Consulta Regionale Ordine Ingegneri della Lombardia and Others v Comune di Pavia,  Reference for a preliminary ruling: Consiglio di Stato - Italy,  Article 99 of the Rules of Procedure - Public contracts - Directive 2004/18/EC - Article 1(2)(a) and (d) - Services - Study and technical and scientific consultancy for the purposes of drawing up the measures forming a municipal town and country planning programme - Contract concluded between two public entities; one of which is a university - Public entity capable of being classified as an economic operator,  Case C-564/11,ECLI identifier: ECLI:EU:C:2013:307,09/11/2011,16/05/2013,Italy,Šváby,Wahl,SERV
62010CO0229,Order of the Court (Tenth Chamber) of 21 March 2013,Tenth Chamber,  Maria Alice Pendão Lapa Costa Ferreira and Alexandra Pendão Lapa Ferreira v Companhia de Seguros Tranquilidade SA,  Reference for a preliminary ruling: Tribunal Cível da Comarca do Porto - Portugal,  Article 99 of the Rules of Procedure - Insurance against civil liability in respect of the use of motor vehicles - Directives 72/166/EEC; 84/5/EEC and 90/232/EEC - Right to compensation by means of compulsory insurance against civil liability in respect of the use of motor vehicles - Civil liability of the insured person - Victim’s contribution to loss or injury - Exclusion or limitation of the right to compensation,  Case C-229/10,ECLI identifier: ECLI:EU:C:2013:179,10/05/2010,21/03/2013,Portugal,Šváby,Jääskinen,SERV
62010CO0252,Order of the Court (Tenth Chamber) of 13 December 2012,Tenth Chamber,  European Maritime Safety Agency (EMSA) v Evropaïki Dynamiki - Proigmena Systimata Tilepikoinonion Pliroforikis kai Tilematikis AE,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-252/10 P-DEP,ECLI identifier: ECLI:EU:C:2012:789,24/05/2012,13/12/2012,Greece,Juhász,Mengozzi,SERV
62011CO0502,Order of the Court (Seventh Chamber) of 4 October 2012,Seventh Chamber,  Vivaio dei Molini Azienda Agricola Porro Savoldi v Autorità per la Vigilanza sui Contratti Pubblici di lavori; servizi e forniture,  Reference for a preliminary ruling: Consiglio di Stato - Italy,  Public works contracts - Directive 93/37/EEC - Article 6 - Principles of equal treatment and openness - Admissibility of rules reserving the right to participate in public tendering procedures to companies engaged in a commercial activity and excluding civil partnerships (società semplici) - Institutional and statutory objectives - Agricultural undertakings,  Case C-502/11,ECLI identifier: ECLI:EU:C:2012:613,30/09/2011,04/10/2012,Italy,von Danwitz,Mazák,SERV
62010CO0164,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,Emanuele Ferazzoli and Others v Ministero dell'Interno,Reference for a preliminary ruling — Tribunale Amministrativo Regionale del Lazio — Freedom of movement of persons — Freedom to provide services — Activity of collecting bets — Domestic legislation reserving the right to engage in the activity of collecting bets to national operators who have obtained a licence — Restrictions of the opening of new betting outlets for the holders of new licences — Licences lost when there is cross-border organisation of gaming similar to that considered to be ‘public’– Whether compatible with Articles 43 EC and 49 EC,Article 104(3); first subparagraph; of the Rules of Procedure — Freedom of establishment — Freedom to provide services — Betting and gaming — Collection of bets on sporting events — Licensing requirement — Consequences of an infringement of European Union law in the awarding of licences — Award of 16 300 additional licences — Principle of equal treatment and the obligation of transparency — Principle of legal certainty — Protection of holders of earlier licences — National legislation — Mandatory minimum distances between betting outlets — Whether permissible — Cross-border activities analogous to those engaged in under the licence — Prohibited by national legislation — Whether permissible,Joined Cases C‑164/10 to C‑176/10,ECLI identifier: ECLI:EU:C:2012:81,02/04/2010,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62011CO0612,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Vincenzo Veneruso,  Reference for a preliminary ruling: Tribunale di Milano - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-612/11,ECLI identifier: ECLI:EU:C:2012:100,30/11/2011,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62010CO0413,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Michela Pulignani and Others,  Reference for a preliminary ruling: Tribunale di Prato - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-413/10,ECLI identifier: ECLI:EU:C:2012:87,18/08/2010,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62010CO0255,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,Criminal proceedings against Alessandro Sacchi,Reference for a preliminary ruling — Tribunale ordinario di Roma — Freedom of movement of persons — Freedom to provide services — Activity of collecting bets — Domestic legislation making the exercise of that activity conditional upon the obtaining of authorisation and a public security permit — Protection afforded to persons obtaining authorisations and permits by means of award procedures that unlawfully excluded other operators from the same sector — Whether compatible with Articles 43 EC and 49 EC,Article 104(3); first subparagraph; of the Rules of Procedure — Freedom of establishment — Freedom to provide services — Betting and gaming — Collection of bets on sporting events — Licence required — Action to be taken following an infringement of European Union law in the awarding of licences — Award of 16 300 additional licences — Principle of equal treatment and the obligation of transparency — Principle of legal certainty — Protection of holders of earlier licences — National legislation — Mandatory minimum distances between betting outlets — Whether permissible — Cross-border activities analogous to those engaged in under the licence — Prohibited by national legislation — Whether permissible,Case C‑255/10,ECLI identifier: ECLI:EU:C:2012:83,21/05/2010,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62011CO0368,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Raffaele Arrichiello,  Reference for a preliminary ruling: Tribunale di Santa Maria Capua Vetere - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-368/11,ECLI identifier: ECLI:EU:C:2012:99,11/07/2011,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62010CO0279,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Matteo Minesi,  Reference for a preliminary ruling: Tribunale di Verbania - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-279/10,ECLI identifier: ECLI:EU:C:2012:84,04/06/2010,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
62011CO0107,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Ministero dell'Interno and Questura di Caltanissetta v Massimiliano Rizzo,  Reference for a preliminary ruling: Consiglio di Giustizia amministrativa per la Regione siciliana - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-107/11,ECLI identifier: ECLI:EU:C:2012:96,03/03/2011,16/02/2012,Italy,Schiemann,Cruz Villalón,SERV
